,smoothing,normalization,dimension,wsize,sigma,update_weight,decay_period,thres,F1,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
34,1.0,0,9,101,1.5,0.005,1400,0.33,0.3290325445694653,0.05648939101525243,4.436583563209723,0.3300653593692597,0.2506203473323523,306.0,403,101.0
35,1.0,0,5,75,1.0,0.001,1200,0.32,0.061769742914043115,0.32460732983398716,0.5886094399284575,0.06135458166841796,0.19106699747119923,1255.0,403,77.0
36,1.0,1,3,201,2.0,0.4,400,0.33,0.2835750059659768,0.07936070542630586,3.5644599411627267,0.283582089481696,0.2828784118404768,402.0,403,114.0
37,0.0,0,5,301,0.3,0.2,1400,0.0,0.10084909163892748,0.9999999999724443,0.9999998997794266,0.0999503968229179,0.9999999997518609,4032.0,403,403.0
38,0.0,1,8,25,5.0,0.1,7000,0.25,0.07305554293339818,0.20033066960043178,0.7060283659986176,0.07270408162337959,0.1414392059202384,784.0,403,57.0
39,0.0,0,7,25,5.0,0.4,1000,0.22,0.04516745002223,0.14604574262479897,0.4247621043077017,0.04504504503692883,0.06203473943870105,555.0,403,25.0
40,1.0,1,4,75,3.0,0.001,5000,0.17,0.02577902734656722,0.5880407825685302,0.23630638695685627,0.02557077625454015,0.13895781634269036,2190.0,403,56.0
41,1.0,0,10,125,0.3,0.3,1200,1.86,0.2974498995448869,0.023973546430863225,3.9331857261995324,0.30399999975680003,0.0942928039468256,125.0,403,38.0
42,0.0,0,9,51,5.0,0.2,400,0.31,0.08294278787302581,0.1559658308030872,0.8114007193963746,0.08265802267704084,0.12655086845495014,617.0,403,51.0
43,1.0,1,3,301,1.5,0.4,2000,0.32,0.09213009183924416,0.5863874345388155,0.9055741098127501,0.0913748932497278,0.531017369595281,2342.0,403,214.0
44,1.0,0,8,11,2.0,0.1,400,0.41000000000000003,0.047270390972615345,0.06062276108953919,0.4502473961549534,0.047619047598433314,0.027295285353028463,231.0,403,11.0
45,1.0,0,2,275,2.0,0.1,1000,0.1,0.09843287008087014,0.47864425460240717,0.9746301948270922,0.09766233765726429,0.4665012405790319,1925.0,403,188.0
46,1.0,0,7,25,1.5,0.2,400,0.29,0.06557920088426229,0.09809864976307252,0.6323703369158828,0.0656167978830402,0.06203473943870105,381.0,403,25.0
47,1.0,0,10,51,5.0,0.3,400,0.31,0.07094742574796865,0.18489942132309453,0.6844304817523805,0.07063711910378988,0.12655086845495014,722.0,403,51.0
48,0.0,0,4,251,1.0,0.2,600,0.1,0.5268755463409994,0.09616974372840535,9.93383112957916,0.5245231606914819,0.9553349873559962,734.0,403,385.0
49,0.0,0,8,151,0.5,0.1,7000,1.31,0.07660892696440844,0.20033066960043178,0.7431877536827555,0.07623888182004589,0.14888337465288254,787.0,403,60.0
50,1.0,1,3,201,0.5,0.005,2000,0.29,0.10426647733765018,0.4800220446271694,1.0390339501410715,0.1034482758567448,0.4987593050871565,1943.0,403,201.0
51,1.0,1,4,75,1.5,0.1,200,0.28,0.07173087833215612,0.2692201708385445,0.6912711949083236,0.07129277565862235,0.18610421831610316,1052.0,403,75.0
52,0.0,0,7,11,0.5,0.3,600,1.05,0.0392536475735472,0.07384954532725684,0.3696061806671151,0.03942652328335967,0.027295285353028463,279.0,403,11.0
53,0.0,1,2,25,5.0,0.2,200,0.01,0.03146315220108058,0.2559933866008269,0.29079523981217115,0.031282586023849576,0.07444168732644127,959.0,403,30.0
54,1.0,0,3,251,0.1,0.2,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
55,0.0,1,3,201,0.1,0.4,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
56,0.0,0,4,51,1.5,0.2,7000,0.35000000000000003,0.04197938063981732,0.3229539818042724,0.39185406094866077,0.041700735891929616,0.12655086845495014,1223.0,403,51.0
57,0.0,0,10,251,2.0,0.2,1200,0.58,0.500978122978014,0.06916505924306517,9.004949757662942,0.4999999999003984,0.6228287839645585,502.0,403,251.0
58,0.0,1,10,251,2.0,0.2,200,0.11,0.5130166697117243,0.10112978781754947,9.397540417680343,0.5106666665985778,0.9503722082009002,750.0,403,383.0
59,0.0,1,10,25,2.0,0.005,1400,0.66,0.026356126077077168,0.2559933866008269,0.24232936651014259,0.02620545073100572,0.06203473943870105,954.0,403,25.0
60,1.0,0,8,75,1.5,0.001,1200,0.27,0.04909169581820789,0.4034169192503881,0.4613197000511131,0.04873294346661904,0.18610421831610316,1539.0,403,75.0
61,1.0,0,10,151,1.0,0.4,5000,0.23,0.2504145272663971,0.1251033342484127,2.9950402917456955,0.24958677681825014,0.3746898262097544,605.0,403,151.0
62,0.0,1,8,25,0.3,0.001,200,2.44,0.04453020048648537,0.14825020666441857,0.41844594344835817,0.04440497334912878,0.06203473943870105,563.0,403,25.0
63,0.0,1,2,301,5.0,0.001,1800,0.02,0.10084909163892748,0.9999999999724443,0.9999998997794266,0.0999503968229179,0.9999999997518609,4032.0,403,403.0
64,0.0,0,3,301,2.0,0.1,1200,0.1,0.3709319169707308,0.14273904656536957,5.267378011488463,0.3690621193216733,0.7518610419970567,821.0,403,303.0
65,1.0,1,1,25,0.3,0.2,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
66,1.0,1,10,51,0.3,0.4,1000,0.0,0.10084909163892748,0.9999999999724443,0.9999998997794266,0.0999503968229179,0.9999999997518609,4032.0,403,403.0
67,1.0,0,10,275,5.0,0.2,1200,0.45,0.6805001606140808,0.023973546430863225,19.458918855934527,0.6836363633877686,0.4665012405790319,275.0,403,188.0
68,1.0,0,10,225,0.1,0.001,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
