,smoothing,normalization,dimension,wsize,sigma,update_weight,decay_period,thres,F1,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
63,1.0,0,10,301,5.0,0.1,600,0.21,0.09886598002381049,0.10138248847799997,1.4136276495028868,0.0985603543633931,0.14331723025067356,903.0,621,89.0
64,0.0,1,3,151,1.0,0.4,1400,0.09,0.11621954944066559,0.1285340640163341,1.6913114577474777,0.11568123392324925,0.21739130431281944,1167.0,621,135.0
65,1.0,1,1,251,2.0,0.2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,0.0
66,1.0,1,9,275,1.5,0.2,7000,0.36,0.41662792440535307,0.019803213351353804,9.432537262784242,0.42181818166479335,0.18679549111323746,275.0,621,116.0
67,0.0,0,8,151,3.0,0.005,1400,0.56,0.20469741073157324,0.13152322829578375,3.30574518041281,0.20361990948690648,0.4347826086256389,1326.0,621,270.0
68,1.0,1,9,51,1.5,0.005,1800,0.44,0.2427309697469014,0.019305019304778865,4.254084243404798,0.2475728154137996,0.08212560385150956,206.0,621,51.0
69,0.0,1,8,175,5.0,0.005,7000,0.35000000000000003,0.4229536136904561,0.053680408518449615,9.449358635557168,0.4222520106672585,0.507246376729912,746.0,621,315.0
70,1.0,1,5,201,1.0,0.4,800,0.34,0.5654164330951574,0.010586623489717442,17.644315665244886,0.5771144275735749,0.18679549111323746,201.0,621,116.0
71,0.0,0,8,125,5.0,0.4,1400,0.14,0.37016295183166253,0.019678664839710067,7.77381442605642,0.37549407099782844,0.15297906599790997,253.0,621,95.0
72,1.0,0,10,11,2.0,0.005,400,0.38,0.056622696390183545,0.022294183584228494,0.7945249942514843,0.05789473681163435,0.017713365536600103,190.0,621,11.0
73,0.0,1,10,151,1.0,0.1,200,0.22,0.0750388770080177,0.14509901606495082,1.0432093877972346,0.07466243049446684,0.15136876004003724,1259.0,621,94.0
74,0.0,0,1,201,0.5,0.2,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,0.0
75,1.0,1,9,51,0.5,0.005,1600,0.01,0.06746722364104696,0.9805704321711226,0.9262082945010714,0.06684840583066434,0.9082125602402235,8437.0,621,564.0
76,1.0,0,10,125,1.0,0.1,5000,0.3,0.3073370013109079,0.03225806451572726,5.790642273591434,0.30933333325084444,0.18679549111323746,375.0,621,116.0
77,1.0,1,7,201,1.0,0.001,2000,0.18,0.026476454390372956,0.697845310739845,0.34843848780347036,0.026242613833398633,0.24315619963878324,5754.0,621,151.0
78,0.0,1,7,11,1.5,0.005,1400,0.8,0.008965338879411963,0.15219828122864368,0.11638340298764265,0.008921330088489754,0.017713365536600103,1233.0,621,11.0
79,1.0,0,10,125,0.3,0.001,1800,0.26,0.17877109898260676,0.0716153941951474,2.8106801048610395,0.17857142854591837,0.20128824473409207,700.0,621,125.0
80,1.0,1,10,125,1.0,0.001,400,0.32,0.06815512849692625,0.21609166770187954,0.9389462303436006,0.06770553465514748,0.20289855069196483,1861.0,621,126.0
81,0.0,1,8,75,0.5,0.005,7000,0.63,0.01672475715706698,0.5539917797913315,0.21800490448695029,0.016581914658045944,0.12077294684045525,4523.0,621,75.0
82,1.0,1,10,275,0.5,0.4,5000,0.54,0.2106397546934227,0.05405405405338082,3.455710192574077,0.2109090908707438,0.18679549111323746,550.0,621,116.0
83,0.0,1,4,301,2.0,0.4,1400,0.11,0.21200214108182203,0.0643915805198108,3.4761094342839196,0.2118902438701387,0.2238325281443104,656.0,621,139.0
84,1.0,1,10,225,2.0,0.1,2000,0.25,0.20988505751526465,0.05430315107666829,3.439858340148169,0.21014492749816216,0.18679549111323746,552.0,621,116.0
85,1.0,1,10,25,5.0,0.1,400,0.25,0.0747376530181839,0.07871465935884027,1.0433317019635433,0.07467057099931618,0.08212560385150956,683.0,621,51.0
86,0.0,1,7,201,5.0,0.005,2000,0.29,0.17762663667569614,0.19591480881559453,2.7699428853263277,0.17643979056667855,0.5426731078031123,1910.0,621,337.0
87,1.0,0,3,301,3.0,0.001,400,0.07,0.09645376310403485,0.6079212853330687,1.3668179707267378,0.09560867148238636,0.8309178742623321,5397.0,621,516.0
88,0.0,0,10,201,0.1,0.4,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,0.0
89,1.0,0,6,201,1.0,0.001,200,0.27,0.20876309750713504,0.05467679661159949,3.4163513785383626,0.20900900897134975,0.18679549111323746,555.0,621,116.0
90,0.0,1,3,125,3.0,0.2,800,0.07,0.11772261536772854,0.09079586498828253,1.7203372191023407,0.11743341402936643,0.15619967791365547,826.0,621,97.0
91,1.0,0,10,101,0.3,0.4,2000,0.44,0.329905043515313,0.02515879935203439,6.464547572984149,0.3333333332233223,0.1626409017451464,303.0,621,101.0
92,0.0,0,10,151,1.0,0.001,1600,1.1400000000000001,0.9701032991451221,0.0,2431561.9963878323,0.9999999993377484,0.24315619963878324,151.0,621,151.0
93,1.0,0,10,201,3.0,0.1,1600,0.33,0.5654164330951574,0.010586623489717442,17.644315665244886,0.5771144275735749,0.18679549111323746,201.0,621,116.0
94,0.0,0,10,201,0.5,0.3,800,1.4000000000000001,0.19571461440860224,0.0805828870334963,3.137362422181367,0.19527363181650825,0.25281803538601966,804.0,621,157.0
95,1.0,1,10,51,5.0,0.001,1800,0.2,0.07218235894977434,0.1658986175094545,0.9997757436035604,0.07177700347931867,0.16586151366089188,1435.0,621,103.0
96,1.0,0,4,125,3.0,0.005,7000,0.15,0.2879924701109775,0.05293311744858721,5.232491771790137,0.28810720263180783,0.2769726247541107,597.0,621,172.0
97,1.0,0,10,25,2.0,0.4,1200,0.29,0.0985517301800156,0.028023415119840286,1.4365667110160825,0.09999999996,0.040257648946818415,250.0,621,25.0
98,1.0,1,5,175,1.0,0.3,1400,0.29,0.32890693225698786,0.029144351724633897,6.4092985134234475,0.33142857133387754,0.18679549111323746,350.0,621,116.0
99,1.0,1,5,51,0.3,0.2,200,0.0,0.0724578005058431,0.9999999999875452,0.9999998998514343,0.0717919075136209,0.9999999998389695,8650.0,621,621.0
