,smoothing,normalization,precision,lag_size,fut_size,chunk_size,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred,prc,roc,order
225,0,0,128,1800,1500,20,0.92,0.13110453243114925,0.1,0.8478457026748494,1.1680187841014895,0.1299768518503475,0.9902998235458289,8640.0,1134,1123.0,0.11256259766491586,0.4776015999134279,8
226,0,1,32,800,80,5,0.12,0.2327005272079251,1,0.6858786374838046,1.2214148923884338,0.1351159152306199,0.8377425043352961,7031.0,1134,950.0,0.14956012666225232,0.5610568244976847,45
227,0,1,32,800,80,5,0.9500000000000001,0.6859061162696538,0.1,0.0,211640.2116215485,0.9999999958333333,0.021164021162154847,24.0,1134,24.0,0.14956012666225232,0.5610568244976847,45
228,1,1,64,1200,800,70,0.99,0.2112715227867682,1,0.9549966162761674,1.0471240192438893,0.11811269659287456,0.9999999999118165,9601.0,1134,1134.0,0.11811269659410478,0.5225016918565306,1
229,1,1,64,1200,800,70,0.99,0.11915307673148229,0.1,0.9549966162761674,1.0471240192438893,0.11811269659287456,0.9999999999118165,9601.0,1134,1134.0,0.11811269659410478,0.5225016918565306,1
230,1,0,64,1500,1000,9,0.22,0.2239280405043443,1,0.7854725919153454,1.1462559333682178,0.12786474639789774,0.9003527336066708,7985.0,1134,1021.0,0.20371613554927792,0.5511650336919154,1
231,1,0,64,1500,1000,9,0.92,0.695590836757638,0.1,0.0010151139183282752,39.08786016683507,0.8333333317901235,0.03968253967904034,54.0,1134,45.0,0.20371613554927792,0.5511650336919154,1
0,0,0,128,1000,500,9,0.28,0.22564416379815683,1,0.8468305887565212,1.1444268792463634,0.12768676658385397,0.969135802383674,8607.0,1134,1099.0,0.11628250396762137,0.5489738755867788,8
1,0,0,128,1000,500,9,0.34,0.13997000139922153,0.1,0.41236183171201934,1.261712459108185,0.13895430993549332,0.5202821869029733,4246.0,1134,590.0,0.11628250396762137,0.5489738755867788,8
2,1,1,2,500,500,60,0.2,0.6164170913034768,1,0.02323482968618052,22.657913474200114,0.7434620173420347,0.5264550264086019,803.0,1134,597.0,0.5957826868774466,0.8487105288180555,8
3,1,1,2,500,500,60,0.93,0.9200557214760129,0.1,0.0,1022927.6895041509,0.9999999991379311,0.10229276895041509,116.0,1134,116.0,0.5957826868774466,0.8487105288180555,8
4,1,1,512,500,80,2,0.1,0.20943760244790438,1,0.9655989172009293,1.0356265717943756,0.11696750902406428,0.9999999999118165,9695.0,1134,1134.0,0.09696054351061403,0.45676451187203876,1
5,1,1,512,500,80,2,0.1,0.11799915164602769,0.1,0.9655989172009293,1.0356265717943756,0.11696750902406428,0.9999999999118165,9695.0,1134,1134.0,0.09696054351061403,0.45676451187203876,1
6,0,1,512,1500,1500,11,0.96,0.21428569514901363,1,0.9379652605353263,1.0661374523906568,0.11999999999873015,0.9999999999118165,9450.0,1134,1134.0,0.12632282499721512,0.439036769681931,3
7,0,1,512,1500,1500,11,0.96,0.12105472222656209,0.1,0.9379652605353263,1.0661374523906568,0.11999999999873015,0.9999999999118165,9450.0,1134,1134.0,0.12632282499721512,0.439036769681931,3
8,0,0,1,800,500,6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1134,0.0,0.1134,0.5,3
9,0,0,1,800,500,6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1134,0.0,0.1134,0.5,3
10,0,1,16,1800,1000,25,0.01,0.21530280971827398,1,0.9323257387668359,1.0725863837845486,0.12063829787105702,0.9999999999118165,9400.0,1134,1134.0,0.10839431200272713,0.5120987137116169,1
11,0,1,16,1800,1000,25,0.18,0.12970372514827874,0.1,0.378411910665707,1.155855941028595,0.12879771487590763,0.4373897706845335,3851.0,1134,496.0,0.10839431200272713,0.5120987137116169,1
12,1,0,16,1800,40,90,0.01,0.20986395826377532,1,0.9631175276227936,1.0382947744192552,0.1172335366471908,0.9999999999118165,9673.0,1134,1134.0,0.11860684028867273,0.28913828107376494,1
13,1,0,16,1800,40,90,0.01,0.11826721135236695,0.1,0.9631175276227936,1.0382947744192552,0.1172335366471908,0.9999999999118165,9673.0,1134,1134.0,0.11860684028867273,0.28913828107376494,1
14,0,1,4,2000,80,20,0.4,0.23525013786090865,1,0.13861944506949447,2.003886087016253,0.20401554402823732,0.2777777777532824,1544.0,1134,315.0,0.13504481098112373,0.48960786326377725,1
15,0,1,4,2000,80,20,0.96,0.37263243925452366,0.1,0.003158132190354634,6.422006275855101,0.45098039127258743,0.020282186947065062,51.0,1134,23.0,0.13504481098112373,0.48960786326377725,1
