,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred,prc,roc,order
123,1,1,201,400,0.03,0.14152337112249086,0.1,0.341636567438764,2.111650000965704,0.1403948605408839,0.721417069126986,3191.0,621,448.0,0.14881401516688314,0.74044391014938,1
124,1,0,275,1400,0.02,0.16160216093441473,1,0.08842944326705157,2.1305752592449414,0.14147521159111545,0.1884057970711102,827.0,621,117.0,0.22461203479686087,0.8177624629237533,20
125,1,0,275,1400,0.02,0.14182491536608363,0.1,0.08842944326705157,2.1305752592449414,0.14147521159111545,0.1884057970711102,827.0,621,117.0,0.22461203479686087,0.8177624629237533,20
126,0,0,225,2000,0.01,0.1708155530702096,1,0.750902976700076,1.3317297942546416,0.09338345864521228,0.9999999998389695,6650.0,621,621.0,0.21639317751240528,0.8168268448773358,5
127,0,0,225,2000,0.01,0.09422928923937278,0.1,0.750902976700076,1.3317297942546416,0.09338345864521228,0.9999999998389695,6650.0,621,621.0,0.21639317751240528,0.8168268448773358,5
128,0,0,201,1200,0.01,0.15388426283303766,1,0.8505417860150636,1.175721050640014,0.0833557046968677,0.9999999998389695,7450.0,621,621.0,0.2020050335931889,0.8013447228033483,45
129,0,0,201,1200,0.01,0.08411913523395238,0.1,0.8505417860150636,1.175721050640014,0.0833557046968677,0.9999999998389695,7450.0,621,621.0,0.2020050335931889,0.8013447228033483,45
130,0,1,251,1200,0.01,0.1557366627511111,1,0.8385851288972651,1.1924846340949316,0.0844438400858792,0.9999999998389695,7354.0,621,621.0,0.26421103886388836,0.8747155289932288,20
131,0,1,251,1200,0.01,0.08521631004051769,0.1,0.8385851288972651,1.1924846340949316,0.0844438400858792,0.9999999998389695,7354.0,621,621.0,0.26421103886388836,0.8747155289932288,20
132,0,0,51,1200,0.07,0.36188946155291624,1,0.050068501680781315,7.268610152117182,0.35987261140766363,0.36392914647923846,628.0,621,226.0,0.33496001345308424,0.7743640254159189,8
133,0,0,51,1200,0.11,0.9003660897802611,0.1,0.0,821256.0385150957,0.9999999980392157,0.08212560385150956,51.0,621,51.0,0.33496001345308424,0.7743640254159189,8
134,1,0,125,200,0.04,0.3855963492749471,1,0.05666957279789925,7.302823728119968,0.36095505612907935,0.41384863117329335,712.0,621,257.0,0.33795314739605825,0.6896290199235501,20
135,1,0,125,200,0.05,0.8929192908875057,0.1,0.0011209366047936116,166.62746810807968,0.9279999992576,0.18679549111323746,125.0,621,116.0,0.33795314739605825,0.6896290199235501,20
136,1,0,125,1000,0.06,0.3109919291244122,1,0.0011209366047936116,166.62746810807968,0.9279999992576,0.18679549111323746,125.0,621,116.0,0.330150441646265,0.8276584538856628,20
137,1,0,125,1000,0.06,0.8929192908875057,0.1,0.0011209366047936116,166.62746810807968,0.9279999992576,0.18679549111323746,125.0,621,116.0,0.330150441646265,0.8276584538856628,20
138,0,0,175,1800,0.02,0.5550387096731011,1,0.038734587121201466,14.883030579660927,0.5351270552264384,0.5764895329184397,669.0,621,358.0,0.5599936908660507,0.9220566990552965,5
139,0,0,175,1800,0.02,0.5355073796326746,0.1,0.038734587121201466,14.883030579660927,0.5351270552264384,0.5764895329184397,669.0,621,358.0,0.5599936908660507,0.9220566990552965,5
140,1,0,75,600,0.05,0.38658531875126995,1,0.0874330551739017,5.838368610058224,0.3110893032079402,0.5104669886456575,1019.0,621,317.0,0.24894068961920632,0.820593284127646,8
141,1,0,75,600,0.06,0.31711942755221695,0.1,0.049570307634206376,6.009767044983586,0.317324185194284,0.29790660220645626,583.0,621,185.0,0.24894068961920632,0.820593284127646,8
142,1,0,125,400,0.05,0.7049754237618808,1,0.03773819902805159,21.463179784756864,0.6240694788307606,0.8099838968099865,806.0,621,503.0,0.5103776273713306,0.9419601930120864,5
143,1,0,125,400,0.05,0.6254908677501947,0.1,0.03773819902805159,21.463179784756864,0.6240694788307606,0.8099838968099865,806.0,621,503.0,0.5103776273713306,0.9419601930120864,5
144,0,1,175,1200,0.01,0.15388426283303766,1,0.8505417860150636,1.175721050640014,0.0833557046968677,0.9999999998389695,7450.0,621,621.0,0.4957672319110228,0.9158933527797483,45
145,0,1,175,1200,0.01,0.08411913523395238,0.1,0.8505417860150636,1.175721050640014,0.0833557046968677,0.9999999998389695,7450.0,621,621.0,0.4957672319110228,0.9158933527797483,45
146,0,0,151,1400,0.02,0.2980816268345926,1,0.35359322455656256,2.759795908745379,0.17590711175106222,0.9758454104708784,3445.0,621,606.0,0.1762931318324,0.7919752050186832,20
147,0,0,151,1400,0.02,0.17734647772055384,0.1,0.35359322455656256,2.759795908745379,0.17590711175106222,0.9758454104708784,3445.0,621,606.0,0.1762931318324,0.7919752050186832,20
148,0,1,225,1400,0.01,0.1577944207302104,1,0.8256320836863167,1.211193094937419,0.08565517241261165,0.9999999998389695,7250.0,621,621.0,0.21114295573214548,0.8163525176147897,20
