,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
118,0,1,275,600,0.01,0.21049880591303455,1,0.833011848971259,1.2004629717338706,0.11762988908004583,0.9999999997518609,3426.0,403,403.0
119,0,1,275,600,0.01,0.11866658872745758,0.1,0.833011848971259,1.2004629717338706,0.11762988908004583,0.9999999997518609,3426.0,403,403.0
120,0,1,201,1600,0.02,0.3708608826219298,1,0.02452466244076813,11.332041782528934,0.5572139300710378,0.2779156326853807,201.0,403,112.0
121,0,1,201,1600,0.02,0.5517239430392347,0.1,0.02452466244076813,11.332041782528934,0.5572139300710378,0.2779156326853807,201.0,403,112.0
122,1,0,275,400,0.05,0.34852213013017885,1,0.2584734086453989,2.716848059696103,0.23177723175824919,0.702233250446096,1221.0,403,283.0
123,1,0,275,400,0.05,0.2333248650297064,0.1,0.2584734086453989,2.716848059696103,0.23177723175824919,0.702233250446096,1221.0,403,283.0
124,1,0,301,1200,0.05,0.811664591379377,1,0.023697988425910775,34.97261483735872,0.7952380950487528,0.8287841189010461,420.0,403,334.0
125,1,0,301,1200,0.05,0.7955568228745529,0.1,0.023697988425910775,34.97261483735872,0.7952380950487528,0.8287841189010461,420.0,403,334.0
126,1,0,25,2000,0.31,0.38822241520629397,1,0.0925874896640235,4.7704810807400975,0.34630350187815107,0.4416873448035515,514.0,403,178.0
127,1,0,25,2000,0.4,0.8697886620622843,0.1,0.0,620347.3943870106,0.999999996,0.06203473943870105,25.0,403,25.0
128,1,0,25,1200,0.29,0.2876806205763673,1,0.2317442821650112,2.23785542010796,0.1990476190286621,0.5186104217075408,1050.0,403,209.0
129,1,0,25,1200,0.29,0.200269403558158,0.1,0.2317442821650112,2.23785542010796,0.1990476190286621,0.5186104217075408,1050.0,403,209.0
130,0,1,175,400,0.01,0.19975215053533296,1,0.8897767979914639,1.1238772348542752,0.11095814977668067,0.9999999997518609,3632.0,403,403.0
131,0,1,175,400,0.01,0.11194350963298184,0.1,0.8897767979914639,1.1238772348542752,0.11095814977668067,0.9999999997518609,3632.0,403,403.0
132,0,0,11,800,0.89,0.4379844617473435,1,0.0,2803970.222629288,0.9999999991150443,0.2803970222629288,113.0,403,113.0
133,0,0,11,800,0.89,0.9752196923878421,0.1,0.0,2803970.222629288,0.9999999991150443,0.2803970222629288,113.0,403,113.0
134,1,0,125,600,0.03,0.21016947270607642,1,0.8346651970009737,1.1980850328208799,0.11742424242082097,0.9999999997518609,3432.0,403,403.0
135,1,0,125,600,0.11,0.17710689061351828,0.1,0.05979608707468184,1.950380381262437,0.1780303029628673,0.11662531014475798,264.0,403,47.0
136,0,1,275,1400,0.01,0.2655683459799992,1,0.6142187930390131,1.6280840773296508,0.15311550151393938,0.9999999997518609,2632.0,403,403.0
137,0,1,275,1400,0.01,0.15441021511273995,0.1,0.6142187930390131,1.6280840773296508,0.15311550151393938,0.9999999997518609,2632.0,403,403.0
138,0,1,275,400,0.01,0.20165122028677038,1,0.8793055938032708,1.1372609171067116,0.11213132999131521,0.9999999997518609,3594.0,403,403.0
139,0,1,275,400,0.01,0.11312578253410006,0.1,0.8793055938032708,1.1372609171067116,0.11213132999131521,0.9999999997518609,3594.0,403,403.0
140,0,0,75,1200,0.08,0.7266982157483763,1,0.0,5707196.028360497,0.9999999995652175,0.5707196028360497,230.0,403,230.0
141,0,0,75,1200,0.08,0.9926076139711141,0.1,0.0,5707196.028360497,0.9999999995652175,0.5707196028360497,230.0,403,230.0
142,1,1,251,2000,0.03,0.8035891840717159,1,0.05428492697563282,18.42128585845109,0.6716666665547223,0.9999999997518609,600.0,403,403.0
143,1,1,251,2000,0.03,0.6738571916966193,0.1,0.05428492697563282,18.42128585845109,0.6716666665547223,0.9999999997518609,600.0,403,403.0
144,0,1,225,1400,0.01,0.2655683459799992,1,0.6142187930390131,1.6280840773296508,0.15311550151393938,0.9999999997518609,2632.0,403,403.0
145,0,1,225,1400,0.01,0.15441021511273995,0.1,0.6142187930390131,1.6280840773296508,0.15311550151393938,0.9999999997518609,2632.0,403,403.0
146,0,0,251,200,0.03,0.5646067009110504,1,0.1705704050655671,5.848130717505163,0.3937316356127589,0.997518610174313,1021.0,403,402.0
147,0,0,251,200,0.03,0.3961054402476269,0.1,0.1705704050655671,5.848130717505163,0.3937316356127589,0.997518610174313,1021.0,403,402.0
148,0,1,151,800,0.01,0.22173313020399057,1,0.7795535960104836,1.2827852717132302,0.12469059405554794,0.9999999997518609,3232.0,403,403.0
149,0,1,151,800,0.01,0.12578065077733824,0.1,0.7795535960104836,1.2827852717132302,0.12469059405554794,0.9999999997518609,3232.0,403,403.0
150,0,0,11,1600,0.73,0.45593866194345617,1,0.0,2952853.5972821703,0.9999999991596639,0.295285359728217,119.0,403,119.0
151,0,0,11,1600,0.73,0.9769158784981026,0.1,0.0,2952853.5972821703,0.9999999991596639,0.295285359728217,119.0,403,119.0
