,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred,prc,roc,order
0,0,0,175,800,0.02,0.2996282272918583,1,0.5191512813304174,1.9262204353365753,0.17621337996605976,0.9999999997518609,2287.0,403,403.0,0.2441643338199053,0.784335518879826,5
1,0,0,175,800,0.02,0.17766243102476098,0.1,0.5191512813304174,1.9262204353365753,0.17621337996605976,0.9999999997518609,2287.0,403,403.0,0.2441643338199053,0.784335518879826,5
2,0,0,11,1200,0.6900000000000001,0.45593866194345617,1,0.0,2952853.5972821703,0.9999999991596639,0.295285359728217,119.0,403,119.0,0.42947666380730787,0.7255708939635019,20
3,0,0,11,1200,0.6900000000000001,0.9769158784981026,0.1,0.0,2952853.5972821703,0.9999999991596639,0.295285359728217,119.0,403,119.0,0.42947666380730787,0.7255708939635019,20
4,1,0,11,2000,0.75,0.4197137853043593,1,0.02590245246553038,12.645218059966,0.5840707962017386,0.3275434242363416,226.0,403,132.0,0.4544174326934094,0.8025938008337853,1
5,1,0,11,2000,0.84,0.9730070043583021,0.1,0.0,2630272.952200925,0.9999999990566039,0.2630272952200925,106.0,403,106.0,0.4544174326934094,0.8025938008337853,1
6,0,0,251,1000,0.01,0.2346433562763336,1,0.7244419950199934,1.3803725744626458,0.13291556727793816,0.9999999997518609,3032.0,403,403.0,0.9223521478043585,0.989022124641108,3
7,0,0,251,1000,0.01,0.13406651427604213,0.1,0.7244419950199934,1.3803725744626458,0.13291556727793816,0.9999999997518609,3032.0,403,403.0,0.9223521478043585,0.989022124641108,3
8,0,1,125,200,0.02,0.19049868282651958,1,0.9437861669621442,1.0595619312947382,0.10527690699829476,0.9999999997518609,3828.0,403,403.0,0.08355784423887216,0.31272312164142313,3
9,0,1,125,200,0.02,0.10621784258710967,0.1,0.9437861669621442,1.0595619312947382,0.10527690699829476,0.9999999997518609,3828.0,403,403.0,0.08355784423887216,0.31272312164142313,3
10,1,1,301,1800,0.03,0.7518656245800528,1,0.07329842931735193,13.64283852711805,0.6023916292074153,0.9999999997518609,669.0,403,403.0,0.6470750308193978,0.9636984807386322,1
11,1,1,301,1800,0.03,0.6047723867875804,0.1,0.07329842931735193,13.64283852711805,0.6023916292074153,0.9999999997518609,669.0,403,403.0,0.6470750308193978,0.9636984807386322,1
12,0,1,51,400,0.03,0.2213634911181829,1,0.776798015960959,1.280947005601098,0.12453416148681572,0.9950372205967649,3220.0,403,401.0,0.10039920995016266,0.5024188249194693,20
13,0,1,51,400,0.03,0.12562226757666478,0.1,0.776798015960959,1.280947005601098,0.12453416148681572,0.9950372205967649,3220.0,403,401.0,0.10039920995016266,0.5024188249194693,20
14,1,0,151,800,0.02,0.22388886899387522,1,0.7699090658371478,1.2988545196296342,0.1260556771934296,0.9999999997518609,3197.0,403,403.0,0.13567758380576578,0.5857563178339362,8
15,1,0,151,800,0.02,0.12715593397606556,0.1,0.7699090658371478,1.2988545196296342,0.1260556771934296,0.9999999997518609,3197.0,403,403.0,0.13567758380576578,0.5857563178339362,8
16,0,0,101,1800,0.05,0.7307086148130725,1,0.0,5756823.819911458,0.9999999995689656,0.5756823819911457,232.0,403,232.0,0.7386406369904335,0.8981009745727654,45
17,0,0,101,1800,0.05,0.9927549883137978,0.1,0.0,5756823.819911458,0.9999999995689656,0.5756823819911457,232.0,403,232.0,0.7386406369904335,0.8981009745727654,45
18,0,0,251,600,0.01,0.21016947270607642,1,0.8346651970009737,1.1980850328208799,0.11742424242082097,0.9999999997518609,3432.0,403,403.0,0.989968626816611,0.9973729681015968,5
19,0,0,251,600,0.01,0.11845937297776177,0.1,0.8346651970009737,1.1980850328208799,0.11742424242082097,0.9999999997518609,3432.0,403,403.0,0.989968626816611,0.9973729681015968,5
20,0,1,51,1400,0.04,0.3014317752745022,1,0.5100578671669865,1.9459667232180822,0.1776988005252022,0.9925558310192168,2251.0,403,400.0,0.14820068132231418,0.6730842735696113,8
21,0,1,51,1400,0.04,0.1791550264748808,0.1,0.5100578671669865,1.9459667232180822,0.1776988005252022,0.9925558310192168,2251.0,403,400.0,0.14820068132231418,0.6730842735696113,8
22,1,0,275,400,0.01,0.20603270134507118,1,0.8558831633823124,1.1683836365721447,0.1148475349069579,0.9999999997518609,3509.0,403,403.0,0.2674148341163482,0.8099819006938181,5
23,1,0,275,400,0.01,0.11586293294734022,0.1,0.8558831633823124,1.1683836365721447,0.1148475349069579,0.9999999997518609,3509.0,403,403.0,0.2674148341163482,0.8099819006938181,5
24,0,0,301,400,0.01,0.20302265177360593,1,0.8718655276695546,1.1469657341863586,0.1129800953150272,0.9999999997518609,3567.0,403,403.0,0.2603309065634204,0.7175468910150997,20
25,0,0,301,400,0.01,0.11398110890455312,0.1,0.8718655276695546,1.1469657341863586,0.1129800953150272,0.9999999997518609,3567.0,403,403.0,0.2603309065634204,0.7175468910150997,20
26,1,1,301,2000,0.02,0.7582313732879427,1,0.07081840727277988,14.120602625808598,0.6106060605135446,0.9999999997518609,660.0,403,403.0,0.7884132192140876,0.9811355588118049,5
27,1,1,301,2000,0.02,0.6129692325378684,0.1,0.07081840727277988,14.120602625808598,0.6106060605135446,0.9999999997518609,660.0,403,403.0,0.7884132192140876,0.9811355588118049,5
28,0,1,25,1400,0.08,0.3195831235085602,1,0.42215486358715476,2.1630714863054252,0.19368421051612186,0.9131513645376795,1900.0,403,368.0,0.1892950154180139,0.7382472459584256,1
29,0,1,25,1400,0.23,0.31550620160987175,0.1,0.014053458252574995,4.414166029968574,0.32894736798822716,0.06203473943870105,76.0,403,25.0,0.1892950154180139,0.7382472459584256,1
30,1,0,151,600,0.02,0.2102242899921756,1,0.8343896389960213,1.1984807015425551,0.11745846691584208,0.9999999997518609,3431.0,403,403.0,0.08743611544195119,0.3371315437333801,8
31,1,0,151,600,0.02,0.11849385866580181,0.1,0.8343896389960213,1.1984807015425551,0.11745846691584208,0.9999999997518609,3431.0,403,403.0,0.08743611544195119,0.3371315437333801,8
32,0,1,75,2000,0.02,0.3310061325147239,1,0.4488839900675425,2.227746587323675,0.19832677164378312,0.9999999997518609,2032.0,403,403.0,0.34387678854336956,0.7577701545381258,45
33,0,1,75,2000,0.03,0.20253683596747915,0.1,0.41085698538410426,2.264829121081325,0.20096463021431057,0.9305210915805158,1866.0,403,375.0,0.34387678854336956,0.7577701545381258,45
34,0,0,275,1200,0.01,0.2491499008936377,1,0.6693303940295032,1.4940302416697935,0.14230225988198086,0.9999999997518609,2832.0,403,403.0,0.8753546085222743,0.9904918812953551,45
35,0,0,275,1200,0.01,0.14352103445321363,0.1,0.6693303940295032,1.4940302416697935,0.14230225988198086,0.9999999997518609,2832.0,403,403.0,0.8753546085222743,0.9904918812953551,45
36,0,1,75,1800,0.02,0.3058823270079272,1,0.5039955910580327,1.9841439470495708,0.18055555554746616,0.9999999997518609,2232.0,403,403.0,0.17184297127559056,0.709773146701475,3
37,0,1,75,1800,0.02,0.18203242324654761,0.1,0.5039955910580327,1.9841439470495708,0.18055555554746616,0.9999999997518609,2232.0,403,403.0,0.17184297127559056,0.709773146701475,3
38,0,0,125,600,0.03,0.22365762312016135,1,0.49517773489955424,1.3880768979092817,0.133558341362895,0.6873449129808077,2074.0,403,277.0,0.5644471357918167,0.7534719966741584,45
39,0,0,125,600,0.03,0.13463230047802238,0.1,0.49517773489955424,1.3880768979092817,0.133558341362895,0.6873449129808077,2074.0,403,277.0,0.5644471357918167,0.7534719966741584,45
40,0,0,11,1600,0.64,0.46476186890884624,1,0.0,3027295.284608612,0.9999999991803279,0.30272952846086115,122.0,403,122.0,0.4461993547563285,0.7494548669492447,8
41,0,0,11,1600,0.64,0.9777034079171988,0.1,0.0,3027295.284608612,0.9999999991803279,0.30272952846086115,122.0,403,122.0,0.4461993547563285,0.7494548669492447,8
42,1,0,201,1400,0.02,0.5185684950902321,1,0.1912372554370009,4.982570458585669,0.35621521332502637,0.9528535977784481,1078.0,403,384.0,0.646881460378553,0.9615846157948754,5
43,1,0,201,1400,0.02,0.35843734407770544,0.1,0.1912372554370009,4.982570458585669,0.35621521332502637,0.9528535977784481,1078.0,403,384.0,0.646881460378553,0.9615846157948754,5
44,0,1,125,600,0.02,0.21016947270607642,1,0.8346651970009737,1.1980850328208799,0.11742424242082097,0.9999999997518609,3432.0,403,403.0,0.11532817178427682,0.4827704451389996,8
45,0,1,125,600,0.02,0.11845937297776177,0.1,0.8346651970009737,1.1980850328208799,0.11742424242082097,0.9999999997518609,3432.0,403,403.0,0.11532817178427682,0.4827704451389996,8
46,0,1,151,1600,0.02,0.28430332656104773,1,0.5591071920485229,1.7885654756673692,0.16570723683529165,0.9999999997518609,2432.0,403,403.0,0.2032349246980114,0.7424483089422333,8
47,0,1,151,1600,0.02,0.1670874165537635,0.1,0.5591071920485229,1.7885654756673692,0.16570723683529165,0.9999999997518609,2432.0,403,403.0,0.2032349246980114,0.7424483089422333,8
48,0,0,75,400,0.06,0.3933909873150476,1,0.17029484706061465,3.6427821558686917,0.2880184331465417,0.6203473943870106,868.0,403,250.0,0.19908258108643193,0.6874707262355153,1
49,0,0,75,400,0.06,0.2895542119604445,0.1,0.17029484706061465,3.6427821558686917,0.2880184331465417,0.6203473943870106,868.0,403,250.0,0.19908258108643193,0.6874707262355153,1
50,1,1,301,1600,0.01,0.2871392700086539,1,0.5513915679098542,1.8135928740862817,0.167637271207669,0.9999999997518609,2404.0,403,403.0,0.7243222235580776,0.9116409239877004,45
51,1,1,301,1600,0.01,0.1690302692857029,0.1,0.5513915679098542,1.8135928740862817,0.167637271207669,0.9999999997518609,2404.0,403,403.0,0.7243222235580776,0.9116409239877004,45
52,1,1,225,1200,0.01,0.2491499008936377,1,0.6693303940295032,1.4940302416697935,0.14230225988198086,0.9999999997518609,2832.0,403,403.0,0.23190068321303137,0.6731061541059852,45
53,1,1,225,1200,0.01,0.14352103445321363,0.1,0.6693303940295032,1.4940302416697935,0.14230225988198086,0.9999999997518609,2832.0,403,403.0,0.23190068321303137,0.6731061541059852,45
54,0,0,301,1600,0.01,0.28430332656104773,1,0.5591071920485229,1.7885654756673692,0.16570723683529165,0.9999999997518609,2432.0,403,403.0,0.698174033363359,0.9716373547252044,20
55,0,0,301,1600,0.01,0.1670874165537635,0.1,0.5591071920485229,1.7885654756673692,0.16570723683529165,0.9999999997518609,2432.0,403,403.0,0.698174033363359,0.9716373547252044,20
56,0,1,175,1000,0.01,0.2346433562763336,1,0.7244419950199934,1.3803725744626458,0.13291556727793816,0.9999999997518609,3032.0,403,403.0,0.13598958156664273,0.5943287017252119,3
57,0,1,175,1000,0.01,0.13406651427604213,0.1,0.7244419950199934,1.3803725744626458,0.13291556727793816,0.9999999997518609,3032.0,403,403.0,0.13598958156664273,0.5943287017252119,3
58,0,0,201,1600,0.02,0.9351620445311312,1,0.006613392118858821,140.7004158857424,0.939849623824599,0.9305210915805158,399.0,403,375.0,0.9455245330754747,0.983322928682443,8
59,0,0,201,1600,0.02,0.9397562454633368,0.1,0.006613392118858821,140.7004158857424,0.939849623824599,0.9305210915805158,399.0,403,375.0,0.9455245330754747,0.983322928682443,8
60,0,0,25,200,0.06,0.20807451225028203,1,0.6839349682919831,1.2154158296847464,0.1189208377664565,0.8312655084785942,2817.0,403,335.0,0.10845199942204209,0.55177721237864,20
61,0,0,25,200,0.17,0.13098705104724448,0.1,0.3502342242945651,1.346138819156978,0.1300479123798735,0.471464019734128,1461.0,403,190.0,0.10845199942204209,0.55177721237864,20
62,0,0,25,1000,0.23,0.3329681871965081,1,0.09864976577297742,3.823332275537862,0.2980392156278354,0.3771712157873024,510.0,403,152.0,0.2896895141958354,0.6937887311135074,20
63,0,0,25,1000,0.27,0.9286420643999973,0.1,0.0,1141439.2056720995,0.999999997826087,0.11414392056720994,46.0,403,46.0,0.2896895141958354,0.6937887311135074,20
64,0,1,11,800,0.15,0.22439583679508598,1,0.7393221272874257,1.3089582586937538,0.1269118125568854,0.9677419352437364,3073.0,403,390.0,0.14761753456484242,0.6007338868653191,45
65,0,1,11,800,0.74,0.7391863031359872,0.1,0.0,272952.85353028466,0.9999999909090911,0.027295285353028463,11.0,403,11.0,0.14761753456484242,0.6007338868653191,45
66,1,1,251,1800,0.03,0.7996031264524703,1,0.05566271700039508,17.96531425538099,0.6661157023692371,0.9999999997518609,605.0,403,403.0,0.7505623045078129,0.9804323046974093,1
67,1,1,251,1800,0.03,0.668324974958275,0.1,0.05566271700039508,17.96531425538099,0.6661157023692371,0.9999999997518609,605.0,403,403.0,0.7505623045078129,0.9804323046974093,1
68,0,1,125,2000,0.02,0.3310061325147239,1,0.4488839900675425,2.227746587323675,0.19832677164378312,0.9999999997518609,2032.0,403,403.0,0.19326282664080027,0.7305870069272411,20
69,0,1,125,2000,0.02,0.19991353730415462,0.1,0.4488839900675425,2.227746587323675,0.19832677164378312,0.9999999997518609,2032.0,403,403.0,0.19326282664080027,0.7305870069272411,20
70,1,1,125,1800,0.03,0.30646385235331075,1,0.5026178010332704,1.9895829370503597,0.18096093398379162,0.9999999997518609,2227.0,403,403.0,0.2684818041834351,0.8242832243978921,5
71,1,1,125,1800,0.03,0.18244037926522777,0.1,0.5026178010332704,1.9895829370503597,0.18096093398379162,0.9999999997518609,2227.0,403,403.0,0.2684818041834351,0.8242832243978921,5
72,1,0,151,1600,0.03,0.3710865259118674,1,0.3764122347650479,2.6566610798661765,0.22781232333364543,0.9999999997518609,1769.0,403,403.0,0.39559130188953384,0.8974616526505877,1
73,1,0,151,1600,0.03,0.22956744068985488,0.1,0.3764122347650479,2.6566610798661765,0.22781232333364543,0.9999999997518609,1769.0,403,403.0,0.39559130188953384,0.8974616526505877,1
