,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
21,0,0,151,1800,0.06,0.9132435405037771,0.1,0.001245485116437346,197.80006063272646,0.9386503061726073,0.2463768115545287,163.0,621,153.0
22,1,0,125,600,0.11,0.41603202670537404,1,0.1687632332772604,4.95219415204903,0.27694770542812447,0.8357487921359503,1874.0,621,519.0
23,1,0,125,600,0.12,0.3455907632088927,0.1,0.07585004359103438,6.793631259258221,0.34445640469919736,0.5152979065192758,929.0,621,320.0
24,0,0,175,2000,0.03,0.5405786380540005,1,0.051438535308862395,11.989960039997374,0.48115577883402566,0.6167471818652581,796.0,621,383.0
25,0,0,175,2000,0.05,0.9770250734875313,0.1,0.0,2962962.962485836,0.9999999994565217,0.29629629624858356,184.0,621,184.0
26,0,0,125,1800,0.03,0.6267644941983638,1,0.0741063644280221,12.059943940348393,0.4826086956102079,0.8937198066193689,1150.0,621,555.0
27,0,0,125,1800,0.07,0.9770250734875313,0.1,0.0,2962962.962485836,0.9999999994565217,0.29629629624858356,184.0,621,184.0
28,1,1,101,1800,0.05,0.5592840709310553,1,0.08307385726637098,9.692002228263908,0.42844901453055273,0.8051529789363683,1167.0,621,500.0
29,1,1,101,1800,0.08,0.9514965098028684,0.1,0.0,1626409.017451464,0.999999999009901,0.1626409017451464,101.0,621,101.0
30,1,0,25,400,0.49,0.30838998093567543,1,0.015568563955466826,14.066821077077158,0.5210727967352211,0.21900161027069218,261.0,621,136.0
31,1,0,25,400,0.55,0.7118415686563176,0.1,0.004234649395886977,36.50496345921401,0.7384615378934911,0.1545893719557827,130.0,621,96.0
32,0,1,125,1400,0.03,0.25100396906401584,1,0.031137127910933652,6.464552506403787,0.3333333332444444,0.20128824473409207,375.0,621,125.0
33,0,1,125,1400,0.03,0.33118212603898245,0.1,0.031137127910933652,6.464552506403787,0.3333333332444444,0.20128824473409207,375.0,621,125.0
34,1,0,225,1400,0.07,0.38811687239045456,1,0.13214597085400243,4.935250126800916,0.2762619372253573,0.6521739129384584,1466.0,621,405.0
35,1,0,225,1400,0.07,0.2778475472354579,0.1,0.13214597085400243,4.935250126800916,0.2762619372253573,0.6521739129384584,1466.0,621,405.0
36,0,1,51,1600,0.07,0.26522739800584577,1,0.06277244986844224,4.412320756996262,0.2544378697848465,0.2769726247541107,676.0,621,172.0
37,0,1,51,1600,0.08,0.9003660897802611,0.1,0.0,821256.0385150957,0.9999999980392157,0.08212560385150956,51.0,621,51.0
38,0,1,75,1000,0.05,0.6232741141406928,1,0.009590235396567564,53.05932083145993,0.80407124661474,0.5088566826877848,393.0,621,316.0
39,0,1,75,1000,0.06,0.9327661861964089,0.1,0.0,1207729.4684045527,0.9999999986666668,0.12077294684045525,75.0,621,75.0
40,0,1,301,1200,0.01,0.5290505017132635,1,0.11657740689853559,7.7353801809606235,0.37433155077711683,0.9017713364087325,1496.0,621,560.0
41,0,1,301,1200,0.01,0.37651189747123376,0.1,0.11657740689853559,7.7353801809606235,0.37433155077711683,0.9017713364087325,1496.0,621,560.0
42,1,1,125,800,0.05,0.30912472609179237,1,0.14883547141426284,3.5920282559718517,0.2174197773269535,0.5346215780137485,1527.0,621,332.0
43,1,1,125,800,0.07,0.2553653162749527,0.1,0.04670569186640048,4.447616885712644,0.2559523809015967,0.20772946856558303,504.0,621,129.0
44,1,1,75,2000,0.06,0.3572267551662261,1,0.18383360318615227,3.9943683016949683,0.23602484470828028,0.734299516789968,1932.0,621,456.0
45,1,1,75,2000,0.12,0.935517655977511,0.1,0.0,1256038.6471407346,0.9999999987179488,0.12560386471407345,78.0,621,78.0
46,0,1,175,1400,0.02,0.47452687906780416,1,0.05318221447187468,9.870945773601779,0.43293492690133667,0.5249597422665121,753.0,621,326.0
47,0,1,175,1400,0.02,0.4336875670081258,0.1,0.05318221447187468,9.870945773601779,0.43293492690133667,0.5249597422665121,753.0,621,326.0
48,1,1,51,1200,0.1,0.43603325821273536,1,0.05131398679721866,9.037832392887589,0.41142857136979594,0.4637681158673482,700.0,621,288.0
