,smoothing,normalization,wsize,memory,thres,F1,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
0,0,0,275,800,0.05,0.23686776413030483,0.4092036995216647,2.4028250738983035,0.23508328061912118,0.9832451498251106,4743.0,1134,1115.0
1,1,0,201,1800,0.08,0.29176709587765703,0.2388901421132541,3.1930420820245944,0.28997653368119425,0.7627865960526643,2983.0,1134,865.0
2,0,1,51,1200,0.31,0.851671320631093,0.0,537918.871204769,0.9999999983606557,0.0537918871204769,61.0,1134,61.0
3,1,1,251,400,0.05,0.26211501419703354,0.30284231896793545,2.751706105438549,0.26033057850522506,0.833333333259847,3630.0,1134,945.0
4,1,0,51,1600,0.32,0.4322707051042604,0.09429280396915979,5.929214912606596,0.43129251697746307,0.5590828923669239,1470.0,1134,634.0
5,0,0,51,600,0.3,0.3334119825585048,0.1811414392039122,3.8799596852016793,0.33166874738528224,0.7028218694265589,2403.0,1134,797.0
6,0,1,201,1800,0.06,0.9651440841825849,0.0,2151675.484819076,0.999999999590164,0.2151675484819076,244.0,1134,244.0
7,0,1,175,1000,0.07,0.9504517631422188,0.0,1596119.9293125116,0.9999999994475138,0.15961199293125114,181.0,1134,181.0
8,1,1,151,1000,0.09,0.32506831965200217,0.037220843672036756,3.8380849261452363,0.3292682926160024,0.1428571428445452,492.0,1134,162.0
9,1,1,51,2000,0.3,0.9098294274396541,0.0,908289.2415424789,0.9999999990291263,0.09082892415424788,103.0,1134,103.0
10,0,0,301,1600,0.05,0.2573404001292744,0.18576584705407437,2.6915589637661843,0.25609756096404257,0.49999999995590827,2214.0,1134,567.0
11,1,1,175,1400,0.08,0.5085596248919533,0.01985111662508627,8.440213213699241,0.5191256829182717,0.1675485008670592,366.0,1134,190.0
12,1,0,301,800,0.05,0.17405481869414194,0.6130160162349084,1.6312784826176014,0.1726290150681591,0.9999999999118165,6569.0,1134,1134.0
13,0,0,25,1200,0.65,0.6499631946161528,0.03270922625724442,14.666086645627432,0.6522781773798227,0.4797178130088432,834.0,1134,544.0
14,0,0,301,1000,0.05,0.18376683288963971,0.2791563275402757,1.746885519497108,0.18262879788036232,0.4876543209446513,3028.0,1134,553.0
15,0,1,151,1600,0.08,0.9504517631422188,0.0,1596119.9293125116,0.9999999994475138,0.15961199293125114,181.0,1134,181.0
16,0,1,101,1000,0.13,0.9317335946925325,0.0,1190476.1903712102,0.9999999992592593,0.11904761903712101,135.0,1134,135.0
17,1,0,301,1600,0.05,0.17832739163478747,0.2969772163287054,1.6836302722949046,0.1771874999944629,0.49999999995590827,3200.0,1134,567.0
