timestamp,value,anomaly
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,131.39583233333332,0
11/04/2016,130.42250086666667,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.2719666666666668,0
11/04/2016,2.794270766666666,0
11/04/2016,1.1429687,0
11/04/2016,9.979333500000001,0
11/04/2016,0.10703333333333333,0
11/04/2016,1.336978966666667,0
11/04/2016,9.422916666666667,0
11/04/2016,7.017666466666666,0
11/04/2016,9.270833333333334,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,34.32666683333333,0
11/04/2016,0.0,0
11/04/2016,125.72666773333334,0
11/04/2016,126.71000016666665,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.8334666666666667,0
11/04/2016,5.096875,0
11/04/2016,0.6587237666666668,0
11/04/2016,65.30600023333334,0
11/04/2016,0.04583333333333333,0
11/04/2016,3.3622395333333333,0
11/04/2016,8.352083333333333,0
11/04/2016,35.09433343333333,0
11/04/2016,9.137300000000003,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,50.31666716666667,0
11/04/2016,0.0,0
11/04/2016,123.99416650000003,0
11/04/2016,126.2066672,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,1.5568333333333333,0
11/04/2016,4.273958333333334,0
11/04/2016,1.2703123666666667,0
11/04/2016,99.71266656666668,0
11/04/2016,0.37283333333333335,0
11/04/2016,5.224747733333333,0
11/04/2016,7.458333333333332,0
11/04/2016,99.88733366666668,0
11/04/2016,8.945033333333337,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,49.71333340000002,0
11/04/2016,0.0,0
11/04/2016,124.45833310000002,0
11/04/2016,126.07999960000004,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,1.8136666666666668,0
11/04/2016,3.6484375,0
11/04/2016,2.1781249333333337,0
11/04/2016,99.6540001,0
11/04/2016,0.594,0
11/04/2016,5.191666666666666,0
11/04/2016,10.335416666666667,0
11/04/2016,99.69800030000003,0
11/04/2016,8.045833333333334,0
11/04/2016,0.0,0
11/04/2016,-1000.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,50.03333333333333,0
11/04/2016,0.0,0
11/04/2016,122.4183332,0
11/04/2016,125.55999943333332,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,0.0,0
11/04/2016,1.4163,0
11/04/2016,2.9848958333333333,0
